species,region,Site,maximum age,minimum age,family,Notes on earliest occurrences
Stegodon bombifrons,Southern Asia,Rato Khola 2_siteSet_1,"3,6","1,95",Stegodontidae,
Elephas planifrons,Southern Asia,Surai Khola 3_siteSet_1,"3,6","1,95",Elephantidae,
Mammuthus africanavus,Northern Africa,Garet et Tir_siteSet_1,"3,6","2,588",Elephantidae,
Deinotherium bozasi,Eastern Africa,Karari Ridge 1_siteSet_1,"3,6","3,4",Deinotheriidae,
Deinotherium bozasi,Eastern Africa,Loruth Kaado 1_siteSet_1,"3,6","3,4",Deinotheriidae,
Loxodonta adaurora,Eastern Africa,Loruth Kaado 1_siteSet_1,"3,6","3,4",Elephantidae,
Deinotherium bozasi,Eastern Africa,Sibilot 3_siteSet_1,"3,6","3,4",Deinotheriidae,
Loxodonta exoptata,Eastern Africa,Sibilot 3_siteSet_1,"3,6","3,4",Elephantidae,
Mammuthus africanavus,Northern Africa,Oued Akrech_siteSet_1,"3,6","2,588",Elephantidae,
Deinotherium bozasi,Eastern Africa,Shungura A_siteSet_1,"3,6","3,44",Deinotheriidae,
Elephas planifrons,Eastern Africa,Shungura A_siteSet_1,"3,6","3,44",Elephantidae,
Loxodonta adaurora,Eastern Africa,Shungura A_siteSet_1,"3,6","3,44",Elephantidae,
Stegodon sompoensis,South-Eastern Asia,Batuasange_siteSet_1,"3,6","2,588",Stegodontidae,
Stegodon sompoensis,South-Eastern Asia,Bulu Barere_siteSet_1,"3,6","2,588",Stegodontidae,
Stegodon sompoensis,South-Eastern Asia,Bulu Cepo_siteSet_1,"3,6","2,588",Stegodontidae,
Stegodon sompoensis,South-Eastern Asia,Celeko_siteSet_1,"3,6","2,588",Stegodontidae,
Stegoloxodon celebensis,South-Eastern Asia,Celeko_siteSet_1,"3,6","2,588",Elephantidae,
Stegoloxodon celebensis,South-Eastern Asia,Ciangkange_siteSet_1,"3,6","2,588",Elephantidae,
Stegodon sompoensis,South-Eastern Asia,FVL-11_siteSet_1,"3,6","2,588",Stegodontidae,
Stegoloxodon celebensis,South-Eastern Asia,FVL-11_siteSet_1,"3,6","2,588",Elephantidae,
Stegodon sompoensis,South-Eastern Asia,FVL-16 & FVL-17_siteSet_1,"3,6","2,588",Stegodontidae,
Stegodon sompoensis,South-Eastern Asia,Lakibong_siteSet_1,"3,6","2,588",Stegodontidae,
Stegoloxodon celebensis,South-Eastern Asia,Lakibong_siteSet_1,"3,6","2,588",Elephantidae,
Stegoloxodon celebensis,South-Eastern Asia,Lakibong_siteSet_1,"3,6","2,588",Elephantidae,
Stegoloxodon celebensis,South-Eastern Asia,Lepangen_siteSet_1,"3,6","2,588",Elephantidae,
Stegoloxodon celebensis,South-Eastern Asia,Malare_siteSet_1,"3,6","2,588",Elephantidae,
Stegodon sompoensis,South-Eastern Asia,Palangiseng_siteSet_1,"3,6","2,588",Stegodontidae,
Stegoloxodon celebensis,South-Eastern Asia,Sare Batue_siteSet_1,"3,6","2,588",Elephantidae,
Stegodon sompoensis,South-Eastern Asia,Sompe_siteSet_1,"3,6","2,588",Stegodontidae,
Stegoloxodon celebensis,South-Eastern Asia,Sompe_siteSet_1,"3,6","2,588",Elephantidae,
Stegoloxodon celebensis,South-Eastern Asia,Tinco_siteSet_1,"3,6","2,588",Elephantidae,
Loxodonta exoptata,Eastern Africa,Albertine 9_siteSet_1,"3,56","2,6",Elephantidae,
Mammuthus meridionalis,Northern Africa,Bel Hacel_siteSet_1,"3,56","2,6",Elephantidae,
Elephas ekorensis,Eastern Africa,Chiwondo 1_siteSet_2,"3,56","2,6",Elephantidae,
Elephas atavus,Eastern Africa,Chiwondo 2 (Unit 3A)_siteSet_1,"3,56","2,6",Elephantidae,
Elephas ekorensis,Eastern Africa,Dikika_siteSet_1,"3,56","2,95",Elephantidae,
Deinotherium bozasi,Eastern Africa,Mursi_siteSet_1,"3,56","2,6",Deinotheriidae,
Loxodonta adaurora,Eastern Africa,Mursi_siteSet_1,"3,56","2,6",Elephantidae,
Anancus perimensis,Southern Asia,Tatrot_siteSet_1,"3,56","2,6",Gomphotheriidae,
Platelephas platycephalus,Southern Asia,Tatrot_siteSet_1,"3,56","2,6",Elephantidae,
Stegodon bombifrons,Southern Asia,Tatrot_siteSet_1,"3,56","2,6",Stegodontidae,
Stegodon insignis,Southern Asia,Tatrot_siteSet_1,"3,56","2,6",Stegodontidae,
Deinotherium bozasi,Eastern Africa,Usno_siteSet_1,"3,56","2,6",Deinotheriidae,
Elephas ekorensis,Eastern Africa,Usno_siteSet_1,"3,56","2,6",Elephantidae,
Deinotherium bozasi,Eastern Africa,Usno 2_siteSet_1,"3,56","2,6",Deinotheriidae,
Elephas ekorensis,Eastern Africa,Usno 2_siteSet_1,"3,56","2,6",Elephantidae,
Loxodonta adaurora,Eastern Africa,Usno 2_siteSet_1,"3,56","2,6",Elephantidae,
Loxodonta adaurora,Eastern Africa,Vogel River_siteSet_1,"3,56","2,6",Elephantidae,
Loxodonta exoptata,Eastern Africa,Vogel River_siteSet_1,"3,56","2,6",Elephantidae,
Loxodonta exoptata,Middle Africa,Bahrel Ghazal_siteSet_1,"3,5",3,Elephantidae,
Stegodon kaisensis,Middle Africa,Koro Toro_siteSet_1,"3,5",3,Stegodontidae,
Elephas planifrons,Southern Asia,Uttarbeni?Parmandal (lower)_siteSet_1,"3,5","2,5",Elephantidae,
Stegodon insignis,Southern Asia,Uttarbeni?Parmandal (lower)_siteSet_1,"3,5","2,5",Stegodontidae,
Mammut borsoni,Southern Europe,Milia_siteSet_1,"3,5","2,6",Mammutidae,
Mammut borsoni,Eastern Europe,Ajdyrlja_siteSet_1,"3,5","2,6",Mammutidae,
Anancus arvernensis,Eastern Europe,Berdjansk_siteSet_1,"3,5","2,6",Gomphotheriidae,
Anancus arvernensis,Eastern Europe,Ljapino_siteSet_1,"3,5","2,6",Gomphotheriidae,
Mammuthus meridionalis,Eastern Europe,Ljapino_siteSet_1,"3,5","2,6",Elephantidae,
Anancus arvernensis,Eastern Europe,Nikolaevka_siteSet_1,"3,5","2,6",Gomphotheriidae,
Anancus arvernensis,Eastern Europe,Rostov (na Donu) - Taganrog_siteSet_1,"3,5","2,6",Gomphotheriidae,
Mammuthus gromovi,Eastern Europe,Rostov (na Donu) - Taganrog_siteSet_2,"3,5","2,5",Elephantidae,
Anancus arvernensis,Eastern Europe,Zhdanov_siteSet_1,"3,5","2,6",Gomphotheriidae,
Anancus arvernensis,Eastern Europe,Zhevakhova Gora_siteSet_1,"3,5","2,6",Gomphotheriidae,
Deinotherium bozasi,Eastern Africa,Sidi Hakoma (Hadar)_siteSet_1,"3,446","3,2",Deinotheriidae,
Elephas ekorensis,Eastern Africa,Sidi Hakoma (Hadar)_siteSet_1,"3,446","3,2",Elephantidae,
Loxodonta adaurora,Eastern Africa,Sidi Hakoma (Hadar)_siteSet_1,"3,446","3,2",Elephantidae,
Deinotherium bozasi,Eastern Africa,Omo 1_siteSet_1,"3,44","2,91",Deinotheriidae,
Elephas atavus,Eastern Africa,Omo 1_siteSet_1,"3,44","2,91",Elephantidae,
Deinotherium bozasi,Eastern Africa,Omo 2_siteSet_1,"3,44","2,91",Deinotheriidae,
Elephas atavus,Eastern Africa,Omo 2_siteSet_1,"3,44","2,91",Elephantidae,
Loxodonta adaurora,Eastern Africa,Lomekwi_siteSet_1,"3,44","2,53",Elephantidae,
Deinotherium bozasi,Eastern Africa,Shungura B_siteSet_1,"3,44","2,91",Deinotheriidae,
Elephas atavus,Eastern Africa,Shungura B_siteSet_1,"3,44","2,91",Elephantidae,
Stegodon kaisensis,Eastern Africa,Shungura B_siteSet_1,"3,44","2,91",Stegodontidae,
Mammuthus africanavus,Northern Africa,Ain Brimba_siteSet_1,"3,4","2,6",Elephantidae,
Mammuthus rumanus,Eastern Europe,Cernatesti_siteSet_1,"3,4","2,6",Elephantidae,
Anancus arvernensis,Eastern Europe,Covrigi_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Covrigi_siteSet_1,"3,4","2,6",Mammutidae,
Anancus osiris,Northern Africa,Djebel Mellah_siteSet_1,"3,4","2,6",Gomphotheriidae,
Anancus kazachstanensis,Central Asia,Esekartkan_siteSet_1,"3,4",3,Gomphotheriidae,
Anancus arvernensis,Western Europe,Etouaires_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Western Europe,Etouaires_siteSet_1,"3,4","2,6",Mammutidae,
Anancus arvernensis,Eastern Europe,Groserea_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Groserea_siteSet_1,"3,4","2,6",Mammutidae,
Anancus arvernensis,Eastern Europe,Hajnácka_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Hajnácka_siteSet_1,"3,4","2,6",Mammutidae,
Stegodon orientalis,South-Eastern Asia,Hang Hum I_siteSet_1,"3,4","2,6",Stegodontidae,
Anancus arvernensis,Eastern Europe,Iaras-1_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Iaras-1_siteSet_1,"3,4","2,6",Mammutidae,
Anancus arvernensis,Eastern Europe,Illieni_siteSet_1,"3,4","2,6",Gomphotheriidae,
Anancus arvernensis,Eastern Europe,Kisláng_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Kisláng_siteSet_1,"3,4","2,6",Mammutidae,
Anancus arvernensis,Western Asia,Kvabebi_siteSet_1,"3,4","2,6",Gomphotheriidae,
Anancus arvernensis,Southern Europe,La Higueruelas_siteSet_1,"3,4","2,6",Gomphotheriidae,
Anancus arvernensis,Eastern Europe,Lisa_siteSet_1,"3,4","1,95",Gomphotheriidae,
Deinotherium bozasi,Eastern Africa,Il Naibar 3_siteSet_1,"3,4","2,64",Deinotheriidae,
Deinotherium bozasi,Eastern Africa,Koobi Fora Ridge 1_siteSet_1,"3,4","2,64",Deinotheriidae,
Loxodonta adaurora,Eastern Africa,Lomekwi 4_siteSet_1,"3,4","2,52",Elephantidae,
Deinotherium bozasi,Eastern Africa,Lomekwi 5_siteSet_1,"3,4","2,52",Deinotheriidae,
Loxodonta adaurora,Eastern Africa,Lomekwi 5_siteSet_1,"3,4","2,52",Elephantidae,
Deinotherium bozasi,Eastern Africa,Lomekwi 9_siteSet_1,"3,4","2,6",Deinotheriidae,
Deinotherium bozasi,Eastern Africa,Sibilot 4_siteSet_1,"3,4","2,64",Deinotheriidae,
Loxodonta exoptata,Eastern Africa,Sibilot 4_siteSet_1,"3,4","2,64",Elephantidae,
Anancus arvernensis,Eastern Europe,Nova Vieska_siteSet_1,"3,4","1,95",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Nova Vieska_siteSet_1,"3,4","1,95",Mammutidae,
Anancus arvernensis,Eastern Europe,Strekov_siteSet_1,"3,4","1,95",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Strekov_siteSet_1,"3,4","1,95",Mammutidae,
Anancus arvernensis,Southern Europe,Triversa (Fornace RDB)_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Southern Europe,Triversa (Fornace RDB)_siteSet_1,"3,4","2,6",Mammutidae,
Anancus arvernensis,Southern Europe,Triversa F.U_siteSet_1,"3,4","1,95",Gomphotheriidae,
Mammut borsoni,Southern Europe,Triversa F.U_siteSet_1,"3,4","1,95",Mammutidae,
Mammuthus rumanus,Eastern Europe,Tulucesti_siteSet_1,"3,4","2,6",Elephantidae,
Anancus arvernensis,Eastern Europe,V?eláre 2_siteSet_1,"3,4","2,6",Gomphotheriidae,
Anancus arvernensis,Western Europe,Vialette_siteSet_1,"3,4","2,6",Gomphotheriidae,
Mammut borsoni,Western Europe,Vialette_siteSet_1,"3,4","2,6",Mammutidae,
Anancus arvernensis,Southern Europe,Villaroya_siteSet_1,"3,4","2,6",Gomphotheriidae,
Stegolophodon stegodontoides,Eastern Asia,Yuanmou-dabanguo_siteSet_1,"3,4","2,6",Stegodontidae,
Anancus sinensis,Eastern Asia,Yushe-Yuncu-Zhaozhuang_siteSet_1,"3,4","2,6",Gomphotheriidae,
Stegodon elephantoides,South-Eastern Asia,Irrawaddy 1_siteSet_3,"3,4","1,5",Stegodontidae,
Stegodon huananensis,Eastern Asia,Baoshan_siteSet_1,"3,4","2,6",Stegodontidae,
Stegodon huananensis,Eastern Asia,Yanyuan_siteSet_1,"3,4","2,6",Stegodontidae,
Stegodon huananensis,Eastern Asia,Yongren_siteSet_1,"3,4","2,6",Stegodontidae,
Stegodon huananensis,Eastern Asia,Zhaotong_siteSet_1,"3,4","2,6",Stegodontidae,
Deinotherium bozasi,Eastern Africa,Denen Dora (Hadar)_siteSet_1,"3,22","3,18",Deinotheriidae,
Elephas ekorensis,Eastern Africa,Denen Dora (Hadar)_siteSet_1,"3,22","3,18",Elephantidae,
Loxodonta adaurora,Eastern Africa,Denen Dora (Hadar)_siteSet_1,"3,22","3,18",Elephantidae,
Loxodonta exoptata,Eastern Africa,Denen Dora (Hadar)_siteSet_1,"3,22","3,18",Elephantidae,
Anancus ultimus,Southern Africa,Makapansgat 4_siteSet_1,"3,1","2,6",Gomphotheriidae,
Stegoloxodon indonesicus,South-Eastern Asia,Cijulang_siteSet_1,3,2,Elephantidae,
Anancus arvernensis,Central Asia,Aktau upper_siteSet_1,"2,917","2,433",Gomphotheriidae,
Anancus sinensis,Central Asia,Aktau upper_siteSet_1,"2,917","2,433",Gomphotheriidae,
Mammuthus gromovi,Central Asia,Kuruksaj_siteSet_1,"2,917","2,433",Elephantidae,
Anancus arvernensis,Central Asia,Saty upper_siteSet_1,"2,917","2,433",Gomphotheriidae,
Deinotherium bozasi,Eastern Africa,Shungura C_siteSet_1,"2,91","2,53",Deinotheriidae,
Loxodonta adaurora,Eastern Africa,Shungura C_siteSet_1,"2,91","2,53",Elephantidae,
Deinotherium bozasi,Eastern Africa,Kada Hadar_siteSet_1,"2,88","2,7",Deinotheriidae,
Mammuthus meridionalis,Southern Europe,Kapetanios_siteSet_1,"2,675","1,95",Elephantidae,
Anancus arvernensis,Western Europe,Noordzee I_siteSet_1,"2,675","1,95",Gomphotheriidae,
Mammuthus meridionalis,Western Europe,Noordzee I_siteSet_1,"2,675","1,95",Elephantidae,
Anancus arvernensis,Western Europe,Oosterschelde_siteSet_1,"2,675","1,95",Gomphotheriidae,
Mammuthus meridionalis,Western Europe,Oosterschelde_siteSet_1,"2,675","1,95",Elephantidae,
Mammuthus meridionalis,Western Europe,Tegelen_siteSet_1,"2,675","1,95",Elephantidae,
Loxodonta exoptata,Eastern Africa,Laetoli_18_siteSet_1,"2,66","2,32",Elephantidae,
Loxodonta exoptata,Eastern Africa,Laetoli_14_siteSet_1,"2,66","2,32",Elephantidae,
Deinotherium bozasi,Eastern Africa,Il Naibar 4_siteSet_1,"2,64","1,78",Deinotheriidae,
Mammuthus meridionalis,Northern Africa,Bel Hacel_siteSet_2,"2,6","2,6",Elephantidae,
Anancus arvernensis,Southern Europe,Costa San Giacomo FU_siteSet_1,"2,6","1,98",Gomphotheriidae,
Mammuthus meridionalis,Southern Europe,Costa San Giacomo FU_siteSet_1,"2,6","1,98",Elephantidae,
Mammuthus meridionalis,Southern Europe,Huélago_siteSet_1,"2,6","2,1",Elephantidae,
Anancus arvernensis,Southern Europe,Montopoli FU_siteSet_1,"2,6","2,32",Gomphotheriidae,
Mammuthus meridionalis,Southern Europe,Montopoli FU_siteSet_1,"2,6","2,32",Elephantidae,
Anancus kazachstanensis,Central Asia,Adyrgan_siteSet_1,"2,6","1,95",Gomphotheriidae,
Anancus osiris,Northern Africa,Ain Boucherit_siteSet_1,"2,6","1,95",Gomphotheriidae,
Mammuthus africanavus,Northern Africa,Ain Boucherit_siteSet_1,"2,6","1,95",Elephantidae,
Anancus arvernensis,Western Europe,Chilhac_siteSet_1,"2,6","1,95",Gomphotheriidae,
Mammuthus meridionalis,Western Europe,Chilhac_siteSet_1,"2,6","1,95",Elephantidae,
Anancus arvernensis,Western Europe,Coupet_siteSet_1,"2,6","1,95",Gomphotheriidae,
Mammuthus meridionalis,Western Europe,Coupet_siteSet_1,"2,6","1,95",Elephantidae,
Deinotherium bozasi,Eastern Africa,Hata (Bouri Fm.)_siteSet_1,"2,6","2,5",Deinotheriidae,
Mammuthus meridionalis,Central Asia,Kairakkum_siteSet_1,"2,6","1,95",Elephantidae,
Mammuthus meridionalis,Southern Europe,La Puebla de Valverde_siteSet_1,"2,6","1,95",Elephantidae,
Deinotherium bozasi,Eastern Africa,Kangatukuseo I_siteSet_1,"2,6","2,52",Deinotheriidae,
Anancus arvernensis,Western Europe,Pardines_siteSet_1,"2,6","1,95",Gomphotheriidae,
Mammuthus meridionalis,Eastern Europe,Pietris_siteSet_1,"2,6","1,95",Elephantidae,
Mammuthus meridionalis,Central Asia,Podpusk-Lebyazhje_siteSet_1,"2,6","1,95",Elephantidae,
Mammuthus meridionalis,Eastern Europe,Roscai_siteSet_1,"2,6","1,95",Elephantidae,
Mammut borsoni,Northern Africa,Saint Arnaud_siteSet_1,"2,6","1,95",Mammutidae,
Anancus arvernensis,Western Europe,Saint Vallier_siteSet_1,"2,6","1,95",Gomphotheriidae,
Mammuthus meridionalis,Western Europe,Saint Vallier_siteSet_1,"2,6","1,95",Elephantidae,
Anancus arvernensis,Western Europe,Saint Vallier Banc LD3_siteSet_1,"2,6","1,95",Gomphotheriidae,
Mammuthus meridionalis,Western Europe,Senèze_siteSet_1,"2,6","1,95",Elephantidae,
Anancus arvernensis,Southern Europe,Sesklon (SES)_siteSet_1,"2,6","1,95",Gomphotheriidae,
Mammuthus meridionalis,Southern Europe,Sesklon (SES)_siteSet_1,"2,6","1,95",Elephantidae,
Mammuthus meridionalis,Eastern Europe,Slatina 2_siteSet_1,"2,6","1,95",Elephantidae,
Mammut borsoni,Eastern Asia,Yuxian-Dongyaozitou_siteSet_1,"2,6","1,95",Mammutidae,
Anancus arvernensis,Southern Europe,Costa S. Giacomo_siteSet_1,"2,6","1,98",Gomphotheriidae,
Mammuthus meridionalis,Southern Europe,Costa S. Giacomo_siteSet_1,"2,6","1,98",Elephantidae,
Anancus arvernensis,Southern Europe,Montopoli_siteSet_1,"2,6","2,32",Gomphotheriidae,
Mammuthus meridionalis,Southern Europe,Montopoli_siteSet_2,"2,6","1,98",Elephantidae,
Stegodon ganesa,Southern Asia,Saketi_siteSet_1,"2,59","1,81",Stegodontidae,
Stegolophodon lydekkeri,South-Eastern Asia,Brunei 1_siteSet_1,"2,588","0,778",Stegodontidae,
Elephas hysudricus,Southern Asia,Ghod_siteSet_1,"2,588","0,0117",Elephantidae,
Elephas hysudricus,Southern Asia,Indo-Gangnetic_siteSet_1,"2,588","0,117",Elephantidae,
Elephas hysudricus,South-Eastern Asia,Irrawady 3_siteSet_1,"2,588","0,117",Elephantidae,
Stegoloxodon indonesicus,South-Eastern Asia,Kali Glagah_siteSet_1,"2,588","1,5",Elephantidae,
Sinomastodon bumiajuensis,South-Eastern Asia,Kali Glagah_siteSet_1,"2,588","1,5",Gomphotheriidae,
Sinomastodon bumiajuensis,South-Eastern Asia,Kali Glagah_siteSet_1,"2,588","1,5",Gomphotheriidae,
Stegodon trigonocephalus,South-Eastern Asia,Kali Glagah_siteSet_1,"2,588","1,5",Stegodontidae,
Stegodon luzonensis,South-Eastern Asia,Luzon_siteSet_1,"2,588","0,117",Stegodontidae,
Stegodon mindanensis,South-Eastern Asia,Mindanao_siteSet_1,"2,588","0,117",Stegodontidae,
Elephas hysudricus,Southern Asia,Narbada and Godavari_siteSet_1,"2,588","0,117",Elephantidae,
Elephas hysudricus,Southern Asia,Peninsular India_siteSet_1,"2,588","0,117",Elephantidae,
Elephas hysudricus,Southern Asia,Ratnapura_siteSet_1,"2,588","0,117",Elephantidae,
Elephas hysudricus,Southern Asia,Tamil Nadu_siteSet_1,"2,588","0,117",Elephantidae,
Mammuthus meridionalis,Western Asia,Boz-Dag_siteSet_1,"2,588","1,806",Elephantidae,
Mammuthus meridionalis,Eastern Europe,Tash-Kala_siteSet_1,"2,588","1,806",Elephantidae,
Stegomastodon aftoniae,Northern America,Akron_siteSet_1,"2,588","0,781",Gomphotheriidae,
Stegodon sompoensis,South-Eastern Asia,Lonrong_siteSet_1,"2,588","0,781",Stegodontidae,
Stegodon aurorae,Eastern Asia,"JR Chou Line Bridge, Hino City_siteSet_1","2,58","0,781",Stegodontidae,
Stegodon aurorae,Eastern Asia,JR Hachiko Line Bridge - Akishima City_siteSet_1,"2,58","0,781",Stegodontidae,
Stegodon aurorae,Eastern Asia,"Kakio, Kawasaki City_siteSet_1","2,58","0,781",Stegodontidae,
Stegodon aurorae,Eastern Asia,"Minamidaira, Hino City_siteSet_1","2,58","0,781",Stegodontidae,
Stegodon aurorae,Eastern Asia,"Mizonokuchi, Kawasaki City_siteSet_1","2,58","0,781",Stegodontidae,
Stegodon aurorae,Eastern Asia,"Ozenji, Kawasaki City_siteSet_1","2,58","0,781",Stegodontidae,
Deinotherium bozasi,Eastern Africa,Kangatukuseo II_siteSet_1,"2,57","2,47",Deinotheriidae,
Deinotherium bozasi,Eastern Africa,Shungura D_siteSet_1,"2,53","2,4",Deinotheriidae,
Loxodonta atlantica,Eastern Africa,Shungura D_siteSet_1,"2,53","2,4",Elephantidae,
Deinotherium bozasi,Eastern Africa,Lokalalei 1_siteSet_1,"2,53","2,34",Deinotheriidae,
Deinotherium bozasi,Eastern Africa,Lomekwi 3_siteSet_1,"2,52","2,34",Deinotheriidae,
Deinotherium bozasi,Eastern Africa,Matabaietu_siteSet_1,"2,5","2,5",Deinotheriidae,
Loxodonta exoptata,Eastern Africa,Matabaietu_siteSet_1,"2,5","2,5",Elephantidae,
Mammuthus meridionalis,Western Asia,Hasanpasa_siteSet_1,"2,5","1,9",Elephantidae,
Stegomastodon mirificus,Northern America,Central Great Plains CP131_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Central Great Plains CP132B_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Central Great Plains CP132C_siteSet_1,"2,5","0,85",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Central Great Plains CP94_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Central Great Plains CP95_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Central Great Plains CP96_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Central Great Plains CP97_siteSet_1,"2,5","1,9",Gomphotheriidae,
Rhynchotherium falconeri,Northern America,Gulf Coast GC14A_siteSet_1,"2,5","1,9",Gomphotheriidae,
Cuvieronius hyodon,Northern America,Gulf Coast GC15B_siteSet_1,"2,5","1,9",Gomphotheriidae,
Rhynchotherium falconeri,Northern America,Gulf Coast GC17A_siteSet_1,"2,5","1,9",Gomphotheriidae,
Cuvieronius hyodon,Northern America,Gulf Coast GC17B_siteSet_1,"2,5","1,9",Gomphotheriidae,
Cuvieronius hyodon,Northern America,Gulf Coast GC18IIB_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Pacific Northwest PN23C_siteSet_1,"2,5","1,9",Gomphotheriidae,
Anancus arvernensis,Western Europe,Roccaneyra_siteSet_1,"2,5","2,5",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Southern Great Basin SB14D_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Southern Great Basin SB14F_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon primitivus,Northern America,Southern Great Basin SB34IVA_siteSet_1,"2,5","1,9",Gomphotheriidae,
Rhynchotherium tlascalae,Northern America,Southern Great Basin SB36A_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Southern Great Plains SP1H_siteSet_1,"2,5","1,9",Gomphotheriidae,
Stegomastodon mirificus,Northern America,Southern Great Plains SP5_siteSet_1,"2,5","1,9",Gomphotheriidae,
Anancus arvernensis,Central Asia,Charyn upper_siteSet_1,"2,433","2,192",Gomphotheriidae,
Mammuthus meridionalis,Central Asia,Charyn upper_siteSet_1,"2,433","2,192",Elephantidae,
Mammuthus meridionalis,Central Asia,Oksukon_siteSet_1,"2,433","1,95",Elephantidae,
Elephas atavus,Eastern Africa,Chiwondo 2 (Unit 3A)_siteSet_2,"2,4","1,8",Elephantidae,
Deinotherium bozasi,Eastern Africa,Omo 4_siteSet_1,"2,4","2,32",Deinotheriidae,
Mammuthus meridionalis,Eastern Europe,Kisláng_siteSet_2,"2,4","2,3",Elephantidae,
Loxodonta adaurora,Eastern Africa,Omo 5_siteSet_1,"2,4","2,32",Elephantidae,
Deinotherium bozasi,Eastern Africa,Shungura E_siteSet_1,"2,4","2,32",Deinotheriidae,
Elephas atavus,Eastern Africa,Kalakodo_siteSet_1,"2,33","1,87",Elephantidae,
Elephas atavus,Eastern Africa,Kangaki 1 and 2_siteSet_1,"2,33","2,06",Elephantidae,
Deinotherium bozasi,Eastern Africa,Omo 3_siteSet_1,"2,32","2,27",Deinotheriidae,
Elephas atavus,Eastern Africa,Omo 3_siteSet_1,"2,32","2,27",Elephantidae,
Mammuthus meridionalis,Western Asia,Tsalka_siteSet_1,"2,32","1,54",Elephantidae,
Deinotherium bozasi,Eastern Africa,Shungura F_siteSet_1,"2,32","2,27",Deinotheriidae,
Elephas atavus,Eastern Africa,Shungura F_siteSet_1,"2,32","2,27",Elephantidae,
Elephas atavus,Eastern Africa,Lomekwi 8_siteSet_1,"2,3","2,1",Elephantidae,
Mammuthus meridionalis,Central Asia,Podpusk-Lebyazhje 2_siteSet_1,"2,275","1,95",Elephantidae,
Deinotherium bozasi,Eastern Africa,Shungura G_siteSet_1,"2,27","1,9",Deinotheriidae,
Elephas atavus,Eastern Africa,Shungura G_siteSet_1,"2,27","1,9",Elephantidae,
Mammuthus meridionalis,Southern Europe,Gerakarou 1 (GER)_siteSet_1,"2,21","2,09",Elephantidae,
Anancus osiris,Northern Africa,Ahl al Oughlam_siteSet_1,"2,2","1,81",Gomphotheriidae,
Elephas atavus,Northern Africa,Ahl al Oughlam_siteSet_1,"2,2","1,81",Elephantidae,
Stegodon huananensis,Eastern Asia,Hanzhong Basin_siteSet_1,"2,15","2,14",Stegodontidae,
